Date,Open,High,Low,Close,Shares Traded,Tur11er (Rs. Cr)
2014-04-29,-0,-0,-0,2136.97,-0,-0
2014-04-30,-0,-0,-0,2089.82,-0,-0
2014-05-02,-0,-0,-0,2107.6,-0,-0
2014-05-05,-0,-0,-0,2089.34,-0,-0
2014-05-06,-0,-0,-0,2103.12,-0,-0
2014-05-07,-0,-0,-0,2097.74,-0,-0
2014-05-08,-0,-0,-0,2112.16,-0,-0
2014-05-09,-0,-0,-0,2149.54,-0,-0
2014-05-12,-0,-0,-0,2165.73,-0,-0
2014-05-13,-0,-0,-0,2222.27,-0,-0
2014-05-14,-0,-0,-0,2235.86,-0,-0
2014-05-15,-0,-0,-0,2211.36,-0,-0
2014-05-16,-0,-0,-0,2248.36,-0,-0
2014-05-19,-0,-0,-0,2377.25,-0,-0
2014-05-20,-0,-0,-0,2453.99,-0,-0
2014-05-21,-0,-0,-0,2483.76,-0,-0
2014-05-22,-0,-0,-0,2579.17,-0,-0
2014-05-23,-0,-0,-0,2640.06,-0,-0
2014-05-26,-0,-0,-0,2547.09,-0,-0
2014-05-27,-0,-0,-0,2524.11,-0,-0
2014-05-28,-0,-0,-0,2536.74,-0,-0
2014-05-29,-0,-0,-0,2530.14,-0,-0
2014-05-30,-0,-0,-0,2541.43,-0,-0
2014-06-02,-0,-0,-0,2599.45,-0,-0
2014-06-03,-0,-0,-0,2643.02,-0,-0
2014-06-04,-0,-0,-0,2710.78,-0,-0
2014-06-05,-0,-0,-0,2751.18,-0,-0
2014-06-06,-0,-0,-0,2810.84,-0,-0
2014-06-09,-0,-0,-0,2897.03,-0,-0
2014-06-10,-0,-0,-0,2890.28,-0,-0
2014-06-11,-0,-0,-0,2848.01,-0,-0
2014-06-12,-0,-0,-0,2824.09,-0,-0
2014-06-13,-0,-0,-0,2728.32,-0,-0
2014-06-16,-0,-0,-0,2739.9,-0,-0
2014-06-17,-0,-0,-0,2785.93,-0,-0
2014-06-18,-0,-0,-0,2752.86,-0,-0
2014-06-19,-0,-0,-0,2752.54,-0,-0
2014-06-20,-0,-0,-0,2727.92,-0,-0
2014-06-23,-0,-0,-0,2753.31,-0,-0
2014-06-24,-0,-0,-0,2817.07,-0,-0
2014-06-25,-0,-0,-0,2827.06,-0,-0
2014-06-26,-0,-0,-0,2820.69,-0,-0
2014-06-27,-0,-0,-0,2824.13,-0,-0
2014-06-30,-0,-0,-0,2873.11,-0,-0
2014-07-01,-0,-0,-0,2881.31,-0,-0
2014-07-02,-0,-0,-0,2910.32,-0,-0
2014-07-03,-0,-0,-0,2897.24,-0,-0
2014-07-04,-0,-0,-0,2917.53,-0,-0
2014-07-07,-0,-0,-0,2912.12,-0,-0
2014-07-08,-0,-0,-0,2793.37,-0,-0
2014-07-09,-0,-0,-0,2724.01,-0,-0
2014-07-10,-0,-0,-0,2763.23,-0,-0
2014-07-11,-0,-0,-0,2667.78,-0,-0
2014-07-14,-0,-0,-0,2667.1,-0,-0
2014-07-15,-0,-0,-0,2741.72,-0,-0
2014-07-16,-0,-0,-0,2801.77,-0,-0
2014-07-17,-0,-0,-0,2830.36,-0,-0
2014-07-18,-0,-0,-0,2826.02,-0,-0
2014-07-21,-0,-0,-0,2842.91,-0,-0
2014-07-22,-0,-0,-0,2823.61,-0,-0
2014-07-23,-0,-0,-0,2796.47,-0,-0
2014-07-24,-0,-0,-0,2779.55,-0,-0
2014-07-25,-0,-0,-0,2725.74,-0,-0
2014-07-28,-0,-0,-0,2703.65,-0,-0
2014-07-30,-0,-0,-0,2724.31,-0,-0
2014-07-31,-0,-0,-0,2738.48,-0,-0
2014-08-01,-0,-0,-0,2717.32,-0,-0
2014-08-04,-0,-0,-0,2762.12,-0,-0
2014-08-05,-0,-0,-0,2799.49,-0,-0
2014-08-06,-0,-0,-0,2774.5,-0,-0
2014-08-07,-0,-0,-0,2768.21,-0,-0
2014-08-08,-0,-0,-0,2686.37,-0,-0
2014-08-11,-0,-0,-0,2701.14,-0,-0
2014-08-12,-0,-0,-0,2725.87,-0,-0
2014-08-13,-0,-0,-0,2632.85,-0,-0
2014-08-14,-0,-0,-0,2662.08,-0,-0
2014-08-18,-0,-0,-0,2734.59,-0,-0
2014-08-19,-0,-0,-0,2778.23,-0,-0
2014-08-20,-0,-0,-0,2784.27,-0,-0
2014-08-21,-0,-0,-0,2775.7,-0,-0
2014-08-22,-0,-0,-0,2769.85,-0,-0
2014-08-25,-0,-0,-0,2733.55,-0,-0
2014-08-26,-0,-0,-0,2727.32,-0,-0
2014-08-27,-0,-0,-0,2748.09,-0,-0
2014-08-28,-0,-0,-0,2745.94,-0,-0
2014-09-01,-0,-0,-0,2796.24,-0,-0
2014-09-02,-0,-0,-0,2836.17,-0,-0
2014-09-03,-0,-0,-0,2854.83,-0,-0
2014-09-04,-0,-0,-0,2843.9,-0,-0
2014-09-05,-0,-0,-0,2852.43,-0,-0
2014-09-08,-0,-0,-0,2885.33,-0,-0
2014-09-09,-0,-0,-0,2900.76,-0,-0
2014-09-10,-0,-0,-0,2917.42,-0,-0
2014-09-11,-0,-0,-0,2953.44,-0,-0
2014-09-12,-0,-0,-0,2960.45,-0,-0
2014-09-15,-0,-0,-0,2957.05,-0,-0
2014-09-16,-0,-0,-0,2850.5,-0,-0
2014-09-17,-0,-0,-0,2853.38,-0,-0
2014-09-18,-0,-0,-0,2929.76,-0,-0
2014-09-19,-0,-0,-0,2952.82,-0,-0
2014-09-22,-0,-0,-0,2969.9,-0,-0
2014-09-23,-0,-0,-0,2888.94,-0,-0
2014-09-24,-0,-0,-0,2815.9,-0,-0
2014-09-25,-0,-0,-0,2719.84,-0,-0
2014-09-26,-0,-0,-0,2732.56,-0,-0
2014-09-29,-0,-0,-0,2774.48,-0,-0
2014-09-30,-0,-0,-0,2785.9,-0,-0
2014-10-01,-0,-0,-0,2768.45,-0,-0
2014-10-07,-0,-0,-0,2742.76,-0,-0
2014-10-08,-0,-0,-0,2715.77,-0,-0
2014-10-09,-0,-0,-0,2773.18,-0,-0
2014-10-10,-0,-0,-0,2738.17,-0,-0
2014-10-13,-0,-0,-0,2753.86,-0,-0
2014-10-14,-0,-0,-0,2761.05,-0,-0
2014-10-16,-0,-0,-0,2664.91,-0,-0
2014-10-17,-0,-0,-0,2659.34,-0,-0
2014-10-20,-0,-0,-0,2699.22,-0,-0
2014-10-21,-0,-0,-0,2734.36,-0,-0
2014-10-22,-0,-0,-0,2790.38,-0,-0
2014-10-23,-0,-0,-0,2808.42,-0,-0
2014-10-27,-0,-0,-0,2782.5,-0,-0
2014-10-28,-0,-0,-0,2795.97,-0,-0
2014-10-29,-0,-0,-0,2822.45,-0,-0
2014-10-30,-0,-0,-0,2852.83,-0,-0
2014-10-31,-0,-0,-0,2892.16,-0,-0
2014-11-03,-0,-0,-0,2953.46,-0,-0
2014-11-05,-0,-0,-0,2957.77,-0,-0
2014-11-07,-0,-0,-0,2953.64,-0,-0
2014-11-10,-0,-0,-0,2954.9,-0,-0
2014-11-11,-0,-0,-0,2977.85,-0,-0
2014-11-12,-0,-0,-0,2976.71,-0,-0
2014-11-13,-0,-0,-0,2954.09,-0,-0
2014-11-14,-0,-0,-0,2968.76,-0,-0
2014-11-17,-0,-0,-0,3002.44,-0,-0
2014-11-18,-0,-0,-0,3016.72,-0,-0
2014-11-19,-0,-0,-0,3004.83,-0,-0
2014-11-20,-0,-0,-0,2989.6,-0,-0
2014-11-21,-0,-0,-0,2967.15,-0,-0
2014-11-24,-0,-0,-0,2954.86,-0,-0
2014-11-25,-0,-0,-0,2897.41,-0,-0
2014-11-26,-0,-0,-0,2934.8,-0,-0
2014-11-27,-0,-0,-0,2945.44,-0,-0
2014-11-28,-0,-0,-0,2953.17,-0,-0
2014-12-01,-0,-0,-0,2919.48,-0,-0
2014-12-02,-0,-0,-0,2960.56,-0,-0
2014-12-03,-0,-0,-0,3004.27,-0,-0
2014-12-04,-0,-0,-0,3020.75,-0,-0
2014-12-05,-0,-0,-0,3002.6,-0,-0
2014-12-08,-0,-0,-0,2986.88,-0,-0
2014-12-09,-0,-0,-0,2926.24,-0,-0
2014-12-10,-0,-0,-0,2967.4,-0,-0
2014-12-11,-0,-0,-0,2957.12,-0,-0
2014-12-12,-0,-0,-0,2903.37,-0,-0
2014-12-15,-0,-0,-0,2895.81,-0,-0
2014-12-16,-0,-0,-0,2779.77,-0,-0
2014-12-17,-0,-0,-0,2739.88,-0,-0
2014-12-18,-0,-0,-0,2840.08,-0,-0
2014-12-19,-0,-0,-0,2837.79,-0,-0
2014-12-22,-0,-0,-0,2888.25,-0,-0
2014-12-23,-0,-0,-0,2874.25,-0,-0
2014-12-24,-0,-0,-0,2879.48,-0,-0
2014-12-26,-0,-0,-0,2887.97,-0,-0
2014-12-29,-0,-0,-0,2902.1,-0,-0
2014-12-30,-0,-0,-0,2925.94,-0,-0
2014-12-31,-0,-0,-0,2976.61,-0,-0
2015-01-01,-0,-0,-0,3026.04,-0,-0
2015-01-02,-0,-0,-0,3052.72,-0,-0
2015-01-05,-0,-0,-0,3059.05,-0,-0
2015-01-06,-0,-0,-0,2947.5,-0,-0
2015-01-07,-0,-0,-0,2960.98,-0,-0
2015-01-08,-0,-0,-0,3016.48,-0,-0
2015-01-09,-0,-0,-0,3010.26,-0,-0
2015-01-12,-0,-0,-0,3038.71,-0,-0
2015-01-13,-0,-0,-0,3049.53,-0,-0
2015-01-14,-0,-0,-0,3029.88,-0,-0
2015-01-15,-0,-0,-0,3098.24,-0,-0
2015-01-16,-0,-0,-0,3114.03,-0,-0
2015-01-19,-0,-0,-0,3135.59,-0,-0
2015-01-20,-0,-0,-0,3139.01,-0,-0
2015-01-21,-0,-0,-0,3121.5,-0,-0
2015-01-22,-0,-0,-0,3132.33,-0,-0
2015-01-23,-0,-0,-0,3113.35,-0,-0
2015-01-27,-0,-0,-0,3143.84,-0,-0
2015-01-28,-0,-0,-0,3144.84,-0,-0
2015-01-29,-0,-0,-0,3152.54,-0,-0
2015-01-30,-0,-0,-0,3150.41,-0,-0
2015-02-02,-0,-0,-0,3197.36,-0,-0
