Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2013-02-14,12400.65,12434,12284.5,12311.3,22406606,2618.61
2013-02-15,12284.45,12373.15,12256.8,12336.55,14358193,1401.35
2013-02-18,12353,12399.85,12329.35,12347.2,11671784,1135.81
2013-02-19,12347.55,12426.9,12303.7,12413.65,9960467,914.17
2013-02-20,12460.4,12470.7,12351.7,12363.7,10674764,1008.49
2013-02-21,12295.15,12301.25,12036.45,12055.5,16289435,1542.79
2013-02-22,12024.4,12139.65,12024.4,12068.95,13752598,1248.15
2013-02-25,12119.95,12137.85,11961.5,12037.3,13701707,1253.97
2013-02-26,11995,11995,11808.8,11844.85,13359058,1182.38
2013-02-27,11882.7,11971.35,11838.35,11930.5,18069301,1456.56
2013-02-28,12007,12041.45,11401.2,11487.35,39740515,3594.65
2013-03-01,11533.05,11592.55,11458.7,11540.05,24522445,2026.68
2013-03-04,11515.4,11602.5,11453.1,11575.6,18066252,1492.47
2013-03-05,11642.8,11814.05,11623.65,11792.05,19445089,1624.56
2013-03-06,11871.55,11904.15,11822.35,11876.2,18382872,1651.58
2013-03-07,11829.2,11989.85,11819.6,11970.25,13249458,1088.9
2013-03-08,12008.8,12219.45,12008.8,12197.25,17634980,1516.26
2013-03-11,12221.5,12241.3,12130.25,12165.4,15993891,1416.79
2013-03-12,12150.7,12183.5,11970.9,12054.5,14228530,1321.09
2013-03-13,11989.55,11989.55,11754.3,11777.5,13076952,1309.71
2013-03-14,11772.45,12058.55,11555.45,12020.75,29589366,2818.97
2013-03-15,11972.75,12034.95,11749.85,11816.55,24765510,2317.28
2013-03-18,11679.35,11810.4,11625.6,11735.5,18870261,1603.56
2013-03-19,11796.2,11814.75,11416.75,11508.05,29131782,2691.07
2013-03-20,11491.8,11491.8,11231.75,11254.85,19888236,1651.12
2013-03-21,11285.65,11512.1,11209.65,11238.35,27651331,2352.8
2013-03-22,11275.45,11331.2,11173.35,11204.05,24270944,1857.84
2013-03-25,11327.4,11372.8,11097.95,11125.65,21007738,1703.75
2013-03-26,11067.35,11198.45,11048.4,11163.45,17353676,1344.57
2013-03-28,11188.95,11413.25,11080.05,11361.85,26155709,1977.85
2013-04-01,11414.95,11460.6,11330.85,11425.55,11678537,925.5
2013-04-02,11430.85,11548.05,11361.15,11523.4,14137032,1075.92
2013-04-03,11512.75,11590.6,11283.4,11344.1,18106112,1535.92
2013-04-04,11243.2,11254.25,11105.1,11126.25,17806888,1354.59
2013-04-05,11120.15,11168.25,11021.4,11098.95,19214638,1546.91
2013-04-08,11075.85,11133.85,11002.1,11012.65,14363229,1045.16
2013-04-09,11085.8,11210.35,10897.15,10929.15,19808530,1547.93
2013-04-10,11009.45,11143.6,10888.75,11122.25,21977363,1698.54
2013-04-11,11220.5,11341.85,11154.05,11306.5,25146062,1998.53
2013-04-12,11239.15,11442.9,11236.05,11410.1,18205635,1438.93
2013-04-15,11357.95,11643.3,11334.75,11526.25,21163881,1669.33
2013-04-16,11517.9,11906.25,11515.3,11871.6,22700010,1895
2013-04-17,11924.7,12112.25,11913.95,11981.05,26760743,2227.18
2013-04-18,11902.55,12313,11891.95,12288.25,24912765,2030.97
2013-04-22,12317.4,12637.95,12317.4,12576.2,25782479,2093.52
2013-04-23,12601.05,12605.7,12333,12543.4,22118453,1927.04
2013-04-25,12632.25,12755.8,12611.5,12726.85,31048894,2858.39
2013-04-26,12679.3,12679.9,12470,12533.15,19407513,1857.22
2013-04-29,12560.35,12661.25,12508.4,12609.15,16867722,1370.75
2013-04-30,12638,12658.6,12402.15,12561.55,17325846,1530.86
2013-05-02,12554.7,12783.3,12552.85,12709.95,21532480,1886.18
2013-05-03,12678.9,12678.9,12364.7,12393.6,25114206,2365.58
2013-05-06,12358.35,12436,12188.3,12396.4,15277090,1395.7
2013-05-07,12404.55,12649.45,12404.55,12631.5,16629627,1441.77
2013-05-08,12662.1,12694.4,12514.7,12643.05,14575548,1271.75
2013-05-09,12663.75,12718.9,12541.8,12596.3,27927009,2207.05
2013-05-10,12580.4,12783.05,12580.4,12752.3,19212360,1635.25
2013-05-11,12730.35,12811.25,12730.35,12780.15,1303016,100.13
2013-05-13,12760.45,12865.35,12546.25,12568.85,19718342,1589.21
2013-05-14,12567.55,12698.35,12516.1,12583.6,13920967,1324.16
2013-05-15,12646.35,13099.35,12646.35,13077.9,27195970,2375.73
2013-05-16,13022.25,13281.8,13022.25,13239.45,21488886,1902.89
2013-05-17,13227.8,13355.1,13116.85,13317.1,18091089,1636.4
2013-05-20,13332.7,13414.3,13150.3,13181.5,15518644,1546.59
2013-05-21,13182.2,13268.25,13038,13066.5,15732230,1472.13
2013-05-22,13105.1,13175.65,12932.2,13008.25,14204492,1298.14
2013-05-23,12907.9,12944,12594.9,12636.5,23749398,2880.02
2013-05-24,12756.35,12828.6,12582.5,12769.35,16871079,1853.48
2013-05-27,12751.5,13014.75,12735.05,12961.55,16714040,1558.69
2013-05-28,12951.4,13016.45,12872.9,12950,14080206,1409.24
2013-05-29,12931.35,12931.35,12773.4,12853.2,12196863,1124.83
2013-05-30,12738.15,12829.55,12721.45,12805.9,24654363,2358.32
2013-05-31,12734.3,12760.45,12453.15,12475.65,20470180,1760.85
2013-06-03,12453.4,12499.85,12323.6,12402.1,14657950,1351.56
2013-06-04,12401.7,12520.55,12252.4,12275.1,12693329,1223.82
2013-06-05,12252.05,12347.3,12196.75,12289.35,14839954,1409.2
2013-06-06,12225.35,12475.05,12184.05,12398.4,15573395,1412.26
2013-06-07,12347.55,12488.6,12209.25,12231.5,16644927,1606.5
2013-06-10,12292.65,12363.8,12017.9,12087.05,13702368,1222.02
2013-06-11,12007.75,12031.9,11795.45,11820.5,22478487,2100.41
2013-06-12,11791.1,11899.05,11732.35,11814.85,20252767,1972.97
2013-06-13,11693.9,11793.3,11656.9,11686.75,15788039,1407.23
2013-06-14,11827.35,11947.35,11803.8,11922.85,19466747,1648.31
2013-06-17,11928.3,11992.95,11735.25,11971.05,18764513,1659.23
2013-06-18,11946.2,11950.95,11795.2,11820.95,15617409,1281.03
2013-06-19,11798.65,11867.2,11738.7,11852.65,13690983,1141.88
2013-06-20,11677.35,11677.35,11347.55,11375.4,23903329,1993.26
2013-06-21,11323.35,11420.25,11210.75,11340.15,27180620,2117.78
2013-06-24,11272.2,11275.4,11134.2,11178.3,19857990,1630.29
2013-06-25,11213.1,11325.5,11107.8,11181.05,29636216,2429.99
2013-06-26,11211,11261.65,11033.75,11066.55,20644791,1708.26
2013-06-27,11225.5,11277.05,11164.75,11235.75,27443073,2214.12
2013-06-28,11367.2,11654.7,11367.2,11617.25,25527065,1897.58
2013-07-01,11597.45,11733.1,11597.45,11714.9,15760165,1215.61
2013-07-02,11703.95,11752.9,11590.5,11614.25,16195026,1294.27
2013-07-03,11500.3,11505.75,11322.8,11357.8,20685004,1634.42
2013-07-04,11389.65,11454.3,11273.6,11381.2,24263969,1819.13
2013-07-05,11485.85,11530.65,11418,11434.3,15515391,1245.65
2013-07-08,11328.2,11328.2,11176.65,11283.3,17371280,1384.11
2013-07-09,11365.2,11458.3,11353.05,11442.45,17127320,1437.64
2013-07-10,11477.55,11540.9,11317.2,11364.45,16540187,1297.64
2013-07-11,11541.95,11710.45,11541.95,11655.3,16770622,1271.29
2013-07-12,11733.05,11743.25,11589.45,11722.8,16006244,1214.83
2013-07-15,11678.9,11811.9,11621.75,11790.25,16069280,1312.12
2013-07-16,11459.4,11459.4,11209.75,11226.15,34536971,2536.05
2013-07-17,11264,11264,10829.75,10971.6,42534445,2807.46
2013-07-18,11033.5,11236.85,10837.75,11187.7,39850770,2917.83
2013-07-19,11223.8,11237.9,10934.25,10973.9,28778059,2061.87
2013-07-22,10948.4,11132.2,10948.4,11086.95,17830064,1153.46
2013-07-23,11218.8,11285.8,11195,11239.7,20127227,1382.34
2013-07-24,11018.05,11018.05,10661.3,10720.15,53956494,3015.02
2013-07-25,10667.05,10772.7,10594.6,10614,40830437,2720.3
2013-07-26,10701.25,10723.3,10352.95,10465.25,52076290,2700.42
2013-07-29,10451.85,10451.85,10310.65,10331,27018135,1609.61
2013-07-30,10339.1,10449.7,10195.5,10209.55,35138744,2193.81
2013-07-31,10164.65,10164.65,9863.05,10015.75,60228820,3382.13
2013-08-01,10130.1,10219.4,9867.6,10142.95,53399835,2943.56
2013-08-02,10162.15,10219.6,9958.4,9997.8,38760558,2322.8
2013-08-05,10031.3,10117.65,9818.5,10094.9,32459507,1720.7
2013-08-06,10013.6,10013.6,9660.3,9703.1,37590197,2115.21
2013-08-07,9713.45,9848.35,9667.55,9757.25,43422854,2414.25
2013-08-08,9780.55,9909.75,9724.8,9816.4,32947741,1878.11
2013-08-12,9849.85,9853.95,9669.1,9711.4,45689270,2720.51
2013-08-13,9666.55,10007.6,9582.55,9985.65,41036174,2348.4
2013-08-14,10010.15,10071.25,9912.35,10026.4,37464987,2070.85
2013-08-16,9887.9,9891.4,9420.15,9450.85,48448848,2713.57
2013-08-19,9425.5,9425.5,9087,9145,45770987,2238.54
2013-08-20,8939.2,9277.05,8860.15,9218.95,60849087,2869.55
2013-08-21,9652,9766.1,9129.25,9264.4,88354906,4027.81
2013-08-22,9194.85,9373.8,9005.25,9268.9,73295799,3341.2
2013-08-23,9322.8,9493.85,9215.85,9470.1,53547580,2644.26
2013-08-26,9529.7,9586.65,9294.05,9373.55,39800636,2086.9
2013-08-27,9208.15,9208.15,8842.5,8870.5,54297562,2750.96
2013-08-28,8729.25,8869.7,8366.75,8760.85,68036121,3316.37
2013-08-29,8897,8958.35,8759.85,8904.6,56814329,2753.45
2013-08-30,8891.9,9135.55,8846.55,9049.2,79306095,4436.79
2013-09-02,9112.8,9233.6,9086.75,9139.5,37748420,1875.13
2013-09-03,9220.95,9220.95,8625.4,8664.2,47745072,2292.58
2013-09-04,8688.65,8916.75,8605.65,8845.75,47968590,2348.9
2013-09-05,9253.45,9704.6,9253.45,9682.4,95347572,5028.08
2013-09-06,9746.65,9989.85,9568.5,9961.4,67680522,3785.88
2013-09-10,10084,10304.9,10084,10188.25,54667735,3193.8
2013-09-11,10112.65,10409.15,9980.5,10369.1,62590774,2982.38
2013-09-12,10338.3,10358.25,10070.95,10158.55,54840046,2798.32
2013-09-13,10067.15,10272.4,10037.3,10180.45,50632197,2567.02
2013-09-16,10418.5,10536.7,10175.05,10368.4,50013989,2821.75
2013-09-17,10320.85,10334.3,10223.95,10279.6,34206830,1822.55
2013-09-18,10327.15,10481.5,10241.95,10447.85,35045627,1798.14
2013-09-19,10984.5,11219.45,10984.5,11148.65,91510453,5160.91
2013-09-20,11163.95,11188.1,10409.8,10686.8,89815953,4761.38
2013-09-23,10466.3,10509.55,10177.9,10211.7,54757693,2793.67
2013-09-24,10063.05,10289.75,10046.7,10175.9,54962840,2632.11
2013-09-25,10191.85,10232.45,9919.7,10081.7,48260906,2521.55
2013-09-26,10091.4,10189.4,10051.2,10098.25,45278089,2302.43
2013-09-27,10131.65,10131.65,9883.95,9899.75,34271212,1789.9
2013-09-30,9783.9,9815,9587.75,9617.8,37041035,1905.07
2013-10-01,9685.15,9912.95,9582.75,9883.3,42985157,1938.95
2013-10-03,9946.3,10241.45,9888.7,10222.95,41745535,2319.36
2013-10-04,10171.45,10328.75,10111.75,10197.15,39283227,2004.99
2013-10-07,10124.15,10124.15,9877.45,10082.1,30274728,1624.45
2013-10-08,10418.85,10451.15,10090.6,10141.45,41846003,2235.53
2013-10-09,10004.4,10360.35,9947.25,10334.95,41708816,2394.45
2013-10-10,10309.2,10372.05,10199.55,10288.95,31795087,1868.32
2013-10-11,10423.6,10649.3,10307.9,10622.15,41438794,2347.78
2013-10-14,10588.95,10706.8,10550,10665.25,37489265,1982.77
2013-10-15,10738.2,10738.2,10339.1,10389.25,38032749,2036.87
2013-10-17,10406.05,10416.2,10274.35,10336.55,42007590,2517.35
2013-10-18,10387.3,10784,10387.3,10744.9,37464205,2338.74
2013-10-21,10751.7,10871.75,10700.55,10797.55,32770260,1844.93
2013-10-22,10743.8,10907.55,10707.85,10809.1,49088449,2577.51
2013-10-23,10837.05,10912.8,10732.35,10880.65,48996814,2768.36
2013-10-24,10839.45,11091.6,10839.45,10902.45,41760146,2323.17
2013-10-25,10880.85,10951.75,10797.6,10896.5,30352369,1908.73
2013-10-28,10924.45,11002.4,10752.35,10773.2,28172998,1661.58
2013-10-29,10779.65,11268.2,10669,11241.65,53630179,3110.36
2013-10-30,11284.85,11366.45,11211.5,11249.35,35825448,2132.89
2013-10-31,11211.3,11512.5,11170.05,11473.15,79514285,3742.01
2013-11-01,11472.2,11694.45,11443.6,11628.65,88547481,3922
2013-11-03,11678.7,11691.2,11582.65,11614.05,7221409,367.93
2013-11-05,11539.75,11736.2,11462.1,11498.9,58827183,2960.25
2013-11-06,11510.4,11510.4,11269.95,11292.55,34778846,1921
2013-11-07,11320.85,11398.6,11024.75,11054.9,44216194,2550.35
2013-11-08,11011.05,11067,10841.6,10913.15,41959750,2246.55
2013-11-11,10786.25,10940.5,10674.5,10758.45,40181781,2087.82
2013-11-12,10755.65,10860.35,10543.15,10583.05,41554577,2202.53
2013-11-13,10469.1,10652.3,10412.05,10523.35,55024062,3457.77
2013-11-14,10660.65,10891.9,10660.65,10811.2,36309906,2133.16
2013-11-18,10962.25,11156.6,10962.25,11142.3,35564106,2040.7
2013-11-19,11159.05,11207.7,11107.35,11187.85,36556479,2172.67
2013-11-20,11127.35,11156.5,10905.55,10967.15,34278859,1885.63
2013-11-21,10866.3,10866.3,10657.85,10706.9,37510455,2080.04
2013-11-22,10796.45,10820,10630.55,10677.35,31664440,1714.1
2013-11-25,10780.6,11097.95,10780.6,11083.4,35908651,2060.13
2013-11-26,11040.65,11133.4,10893.3,10909.35,66596131,2785.83
2013-11-27,10941.6,10961.35,10827.75,10899.3,30064807,1495.09
2013-11-28,10994.25,11062.15,10843,10906.75,30946854,1877.12
2013-11-29,10941.6,11186.15,10941.6,11153.95,31900370,1793.09
2013-12-02,11180.3,11347.45,11180.3,11284.35,25882581,1568.06
2013-12-03,11250.7,11310.7,11174.5,11211.3,24262085,1443.94
2013-12-04,11158.7,11216.05,11107.75,11156.75,27829737,1572.67
2013-12-05,11469.35,11685.55,11469.35,11665.1,55085073,3291.3
2013-12-06,11648.35,11770.65,11579.5,11720.2,39336932,2080.97
2013-12-09,12206.95,12225.95,12007.3,12065.9,45077157,2820.56
2013-12-10,12041,12067.45,11774.95,11843.45,37393760,2365.68
2013-12-11,11747.45,11877.75,11687.6,11784.35,28285223,1800.74
2013-12-12,11736.25,11781.7,11622.7,11635.5,26796769,1592.31
2013-12-13,11483.85,11534.35,11349.85,11366.9,29829668,1969.37
2013-12-16,11347.2,11440.85,11309.7,11372.95,25578216,1514.12
2013-12-17,11412.7,11418.1,11178,11208.65,25523667,1544.3
2013-12-18,11129.65,11572.3,11117.45,11357.9,49401030,2882.21
2013-12-19,11505.55,11505.55,11040.15,11087.45,32128379,1916.58
2013-12-20,11117.7,11318.55,11074.55,11292.35,24691469,1454.13
2013-12-23,11258.65,11453.45,11258.65,11378.5,27366479,1401.45
2013-12-24,11399.15,11405,11287.3,11330.65,23579514,1242.15
2013-12-26,11335.8,11426.45,11317.45,11385.75,30304289,1760.13
2013-12-27,11409.25,11514.45,11409.25,11459.7,21147938,1121.75
2013-12-30,11532.6,11552.4,11355.05,11376,18523308,1026.23
2013-12-31,11410.25,11427.85,11316.55,11385.25,16678888,892.38
2014-01-01,11418.9,11432.55,11361,11385.6,12087962,620.02
2014-01-02,11383.8,11578.9,11150.2,11183.2,39939709,2100.25
2014-01-03,11098.25,11208,11052.6,11181.65,28242636,1619.39
2014-01-06,11174.35,11174.35,10996.95,11049.05,20454821,1284.43
2014-01-07,11097.8,11154.1,10892.15,11036.75,30270290,1849.91
2014-01-08,11071.75,11122.75,10988.8,11053.7,33422331,1781.54
2014-01-09,11068.9,11090.25,10925.15,10970.45,29447231,1873.82
2014-01-10,10969.35,11056.9,10788.2,10805.3,35861244,2145.93
2014-01-13,10814.65,11070.2,10814.65,11021.6,26061661,1477.92
2014-01-14,10989.15,11065.65,10922.6,10948.9,21566170,1291.61
2014-01-15,11000.2,11164.1,10986.1,11125.4,35896833,1927.86
2014-01-16,11187.35,11192.8,11070,11092.55,22843262,1364.02
2014-01-17,11080.1,11081.95,10893.75,10911.35,30586938,1967.21
2014-01-20,10909.9,11022.45,10876.25,11007.5,17586613,1069.59
2014-01-21,11067.05,11190.1,11036.4,11171.5,22364823,1414.81
2014-01-22,11164.25,11248.35,11094.8,11207.35,21618052,1321.78
2014-01-23,11183.75,11221.1,11122.35,11199,21112012,1237.21
2014-01-24,11063.2,11132.7,10972.1,10982.4,26145529,1549.93
2014-01-27,10802.3,10802.3,10520.9,10540.4,37240325,2121.79
2014-01-28,10541.5,10708,10333.4,10507.6,46674753,2408.77
2014-01-29,10609.9,10644.2,10406.95,10437.75,27896577,1707.77
2014-01-30,10287.85,10314.25,10101.2,10153.15,47851105,2211.33
2014-01-31,10193.55,10266.45,10130.3,10237.75,44121844,1829.27
2014-02-03,10205.45,10222.65,10089.25,10102.1,30407535,1439.62
2014-02-04,9983.65,10222.1,9944,10191.2,35509598,1636.98
2014-02-05,10215.65,10254.05,10112.5,10231.65,27701842,1356.39
2014-02-06,10257.1,10321.5,10107.8,10205.2,34755087,1854.4
2014-02-07,10311.95,10321.1,10180.85,10263.2,23139510,1274.6
2014-02-10,10287.35,10310.3,10187.8,10213.9,17969925,891.89
2014-02-11,10242.1,10296.8,10200.6,10245.45,15230792,803.65
2014-02-12,10307.6,10395.15,10307.6,10348.8,24104934,1369.18
2014-02-13,10360.7,10386.65,10113.8,10135.7,25803512,1343.57
2014-02-14,10169,10229.45,10064.75,10203.75,28283283,1721.8
2014-02-17,10217.15,10358,10205.8,10326.55,19999024,1071.71
2014-02-18,10324.35,10618.85,10296.25,10575.2,26093289,1465.32
2014-02-19,10548.35,10630.15,10520.3,10609.6,20190914,1072.72
2014-02-20,10515.3,10525.7,10419.1,10428.3,24221257,1196.18
2014-02-21,10429.3,10584.75,10429.3,10554.35,16427772,904.42
2014-02-24,10508.95,10711.65,10471.45,10683.5,21312164,1204.36
2014-02-25,10742.15,10768.95,10611.75,10666.75,19064654,1136.04
2014-02-26,10659.2,10758.65,10659.2,10730.4,20144486,1373.59
2014-02-28,10793.6,10793.6,10688.95,10764.7,23184235,1313.69
2014-03-03,10705.45,10836.2,10613,10651.95,24141977,1415.44
2014-03-04,10661.4,10936.75,10661.4,10929.05,36108273,1849.79
2014-03-05,10987.6,11122.55,10899.4,11098.8,46407057,2401.59
2014-03-06,11147.6,11303.2,11117.25,11278.35,37215879,2076.41
2014-03-07,11357.9,11947.5,11332.6,11884.75,70896451,4513.2
2014-03-10,11784.55,12157.9,11784.55,12108.1,60334008,4031.26
2014-03-11,12132,12285.45,11994.85,12043.15,55513776,3456.4
2014-03-12,11997.85,12142.9,11887.75,12024.1,33138239,2045.63
2014-03-13,12062.35,12308.7,12062.35,12141.45,34350461,2227.7
2014-03-14,11984.5,12090.05,11867.15,12055.85,34689267,2162.38
2014-03-18,12093.2,12268.75,12052.35,12114.85,38152081,2260.01
2014-03-19,12190.85,12256.45,12132.4,12186.55,33279656,2145.38
2014-03-20,12160.65,12160.65,11989.95,12017.25,22772243,1584.34
2014-03-21,12083.45,12123.15,12043.4,12092.35,33487353,3134.32
2014-03-22,12111.85,12111.85,12061.65,12075.8,1617161,114.54
2014-03-24,12134.65,12423,12134.65,12408.15,30968785,2191.53
2014-03-25,12403.65,12523.7,12394.3,12450,24970542,1709.99
2014-03-26,12529.45,12570.6,12469.15,12518.35,36244903,2252.97
2014-03-27,12560.9,12767.5,12513.1,12604.95,55372139,4091.96
2014-03-28,12693.25,12787.5,12633.3,12754.7,40065910,2514.98
2014-03-31,12855.5,12869.35,12660.05,12742.05,38117571,2365.44
2014-04-01,12806.15,12806.15,12509.95,12588.5,34822334,2441.1
2014-04-02,12674.35,12740.15,12542.35,12715.3,38599263,2411.7
2014-04-03,12749.85,12754.75,12518,12563.85,35361526,2290.98
2014-04-04,12523.3,12656.5,12430.85,12551.7,29591726,1992.31
2014-04-07,12562.35,12615.35,12439.55,12506.45,27570018,1989.49
2014-04-09,12593.15,12957.55,12548.45,12937.4,40087907,2747.74
2014-04-10,12937.4,13055.6,12881.2,12949.4,38376381,2705.63
2014-04-11,12822.25,12934.9,12777.95,12840.2,24950117,1765.78
2014-04-15,12830.5,12831.6,12537.7,12579.9,27141605,1661.47
2014-04-16,12557.4,12727.05,12514.75,12563.15,30570767,1747.33
2014-04-17,12564.55,12819.1,12514.8,12787.25,32613346,2056.63
2014-04-21,12845.3,13002.75,12838.85,12958.5,30119863,1951.95
2014-04-22,12989.55,13040.15,12913.9,12987.1,24792710,1634
2014-04-23,12961.35,13176.05,12957.9,13122.1,49608481,3134.13
2014-04-25,13134.5,13268.6,12968.8,13034.5,40059121,2817.93
2014-04-28,13038.95,13116,12927.75,13081.55,29680628,1975.27
2014-04-29,13107.55,13124.3,12897.35,12910.55,28067630,1717.78
2014-04-30,12946.1,13100.75,12738.6,12855.85,41073880,2411.32
2014-05-02,12920.35,12995.6,12818.85,12842,19439904,1347.7
2014-05-05,12841.4,12981.6,12773.05,12880.65,32996950,1875.15
2014-05-06,12961.5,13012.55,12917.15,12966.05,24624097,1315.47
2014-05-07,12944.9,13017,12877.75,12938.2,25758927,1991.59
2014-05-08,12982.75,13095.5,12952.5,13037.4,23548844,1717.1
2014-05-09,13023.4,13814.25,13017.9,13750.5,50618692,3634.09
2014-05-12,13801,14152.45,13801,14085.05,44359640,3218.24
2014-05-13,14269.25,14367.75,14105.65,14165.55,62513365,4300.87
2014-05-14,14124.55,14320.75,14063.6,14207.1,55148350,3619.28
2014-05-15,14186.1,14301.3,14159.1,14236.55,55346268,3369.08
2014-05-16,14675.6,15742.05,14468.1,14853,103892859,8187.39
2014-05-19,15032,15305.65,15032,15222.15,57768093,4471.61
2014-05-20,15351.65,15362.55,15087.7,15111.2,46750328,2988.83
2014-05-21,15126.6,15126.6,14857.5,14952.1,36914763,2547.13
2014-05-22,15009.9,15204.45,14938.25,15055.55,37475269,2396.99
2014-05-23,15091.7,15321.25,14972.6,15285.5,53883369,4956.42
2014-05-26,15431.95,15568.05,14969.25,15175.9,52767590,4333.78
2014-05-27,15141.5,15158.4,14934.95,15084,30637314,2242.04
2014-05-28,15075.6,15198.35,15032.45,15173.35,26975575,2296.6
2014-05-29,15169.25,15254.5,15007.5,15030.3,44813466,3879.53
2014-05-30,15093.1,15108.8,14709.3,14793.4,43255344,3338.94
2014-06-02,14786.45,15321.8,14770,15287.25,33470475,2493.04
2014-06-03,15335.85,15414.05,15148.5,15257.5,36314744,2945.73
2014-06-04,15221.3,15396.9,15171.15,15333.4,32577215,2180.57
2014-06-05,15250.6,15337.15,15152.4,15282.15,34685137,2572.96
2014-06-06,15405.75,15576.05,15320.75,15543.15,39719688,2868.05
2014-06-09,15625.4,15725.8,15522.85,15567.4,41916584,2849.94
2014-06-10,15585.4,15585.4,15337.85,15427.8,30467964,2067.35
2014-06-11,15436.05,15660.05,15367.6,15450.55,40211297,2697.48
2014-06-12,15456.25,15518.75,15293.4,15464.85,26800324,2004.99
2014-06-13,15506.75,15599.75,15083.9,15106.9,33036708,2463.14
2014-06-16,15055.2,15091.3,14858.9,15030,32728056,2179.09
2014-06-17,14982.35,15393.75,14933.25,15373.2,36260412,2535.96
2014-06-18,15369.5,15461.55,15128.45,15220.4,36076242,2643.63
2014-06-19,15282.05,15332.75,14976.15,15067.4,26241549,2065.96
2014-06-20,15064.45,15195.55,14978.5,14997.65,21875260,1767.12
2014-06-23,15014.2,15148,14940.35,15076.35,25013855,1866.97
2014-06-24,15142.35,15341.95,15142.35,15309.5,29137817,2051.34
2014-06-25,15320.95,15320.95,15221.15,15237.85,23370497,1770.43
2014-06-26,15247.1,15333.25,15020.65,15050,37291657,2560.05
2014-06-27,15092.25,15117.15,14946.85,14992.35,20185412,1549.65
2014-06-30,15059.1,15329.95,15059.1,15241.9,29758891,1994.58
2014-07-01,15288.8,15365.65,15261.15,15321.35,24831205,1804.17
2014-07-02,15464.55,15519.3,15414.85,15490.35,23653021,1828.25
2014-07-03,15512.75,15554.7,15431.5,15451.65,22303318,1728.32
2014-07-04,15458.75,15582.65,15305,15556.15,20780659,1590.5
2014-07-07,15589.5,15592.8,15349.2,15367.6,33216870,2719.59
2014-07-08,15437.4,15437.4,14889.35,14997.5,26417330,1945.1
2014-07-09,15008.25,15093.45,14827.1,14931.1,30659706,2176.79
2014-07-10,14940,15371.05,14621.95,14821.7,48099687,3586.14
2014-07-11,14796.9,14918.85,14406.65,14447.2,33016401,2377.09
2014-07-14,14508.1,14561.75,14338.65,14489.75,28201476,1918.46
2014-07-15,14601.85,14919.55,14601.85,14891.9,32855355,2219.22
2014-07-16,15033.95,15299.8,15006.45,15265.45,39301894,2835.13
2014-07-17,15258.95,15301.95,15156,15269.05,26113242,1915.1
2014-07-18,15169,15463.15,15089.3,15389.35,30493093,2309.91
2014-07-21,15510,15554.9,15355.35,15385.95,26138730,1936.22
2014-07-22,15440.35,15473.35,15306.35,15427.35,21711499,1588.65
2014-07-23,15513.45,15626.9,15398.7,15463,31130839,2564.92
2014-07-24,15471.35,15559.1,15410.2,15534.35,28219094,2103.29
